,title_name,content,review
10,디스크,"안녕하세요 저는 27세의 직장 남성입니다
얼마전에 직장에서 건강검진으로 요추 자기공명 영상을 찍었습니다
결과는 1. 요추4 번5번사이 디스크의좌측 관절하돌출및 되행성변화
2.요추 5번 척추 1번 사이 디스크의팽윤및 퇴행성변화
3.요추축의 직선화

라고 합니다 . 현재로는 많이 불편한거는 모르겠고 오래 앉아 있으면 허리가 조금아픈정도 입니다
선생님 저의 현재 증상이 어떠한건지도 궁금하고 운동은 어떠한것을해야하는지요?
현재 수영과 헬스장을다니고 있습니다 전에 어서 들으니 철봉에 메달리기를하면 허리에 좋다고 하던데
맞는말인지요 제가 주의 해야할운동과 권장할만한 운동은 무엇인지요?","안녕하세요, 하이닥 정형외과 상담의 양성석 입니다.

요통이 없는 환자들을 MRI 검사하면 30%에서는 이상 소견이 관찰될 수 있습니다. 디스크의 존재가 반드시 통증으로 연결되는 것은 아니며 신경학적 증상이 없거나 증상이 심하지 않는 경우에는 특별한 치료를 요하지 않을 수 있습니다.

신경학적 증상이란 다리 근력저하나 감각 저하 등이 있으며 디스크의 신경압박으로 허벅지 종아리 까지 저리는 양상의 방사통이 있을 수 있습니다. 지금 환자분은 경한 요통외엔 특별한 증상은 없기 때문에 크게 치료가 필요하지는 않을 것으로 생각됩니다.

허리운동은 등허리근육과 복근, 즉 코어운동을 많이 하면 앞 뒤로 척추체를 잡아주며 디스크로 가는 하중을 감소 시켜줄 수 있고, 허리근력 강화로 허리를 움직이면서 발생할 수 있는 요통을 많이 호전 시켜줍니다. 코어운동으로는 다양한 종류의 플랭크 동작과 슈퍼맨 동작 등이 있으며, 코어운동 인터넷 검색만 해보셔도 수많은 종류가 나오며 그 중에 몇가지만 취하셔서 꾸준히 해보십시요. 매달리기는 골반 견인 물리치료와 같은 효과로 해보고 도움이 된다면 하시면 되겠습니다. 윗몸일으키기는 디스크 전방에 압박을 주면서 통증을 악화 시킬 수 있으므로 추천 되지는 않습니다.

감사합니다."
11,디스크,저기 3~4번 디스크고 심각하게 나와있어서 신경을누른데요 풍선확장술이나 수술가능성 말씀하셨는데요 제가115키로라 체중감량 근육강화로 완치하기힘든가요? 또한 한의원에서 약침 맞았는데 추천해서 뼈인가에 한약넣는거라고들었는데 이게문제가될수도있나요? Mri보니 많이 부어있었습니다 디스크로보이는것이,"안녕하세요, 하이닥 신경외과상담의 정택근 입니다.

적어주신 내용만을 바탕으로 보자면 절개수술을 하지 않고도 문제가 되는 신경을 근본적으로 치료할 수 있습니다.
즉 척추디스크 및 협착증에 대한 미세정밀내시경치료를 통해 문제가 되는 병변에 대한 타켓치료가 가능합니다.

척추에 대한 미세정밀내시경치료가 가능한 신경외과를 방문하시어 정밀검사를 통해 증상을 정확히 파악한 후
적절한 치료계획을 세우시면 좋을 것 같습니다.

질문에 도움이 되셨는지요.
궁금하신 점이 있으시다면 언제든지 질문 올려주세요.
감사합니다.

하이닥 신경외과상담의 정택근이었습니다."
12,디스크,"안녕하세요 저는 27세의 직장 남성입니다
얼마전에 직장에서 건강검진으로 요추 자기공명 영상을 찍었습니다
결과는 1. 요추4 번5번사이 디스크의좌측 관절하돌출및 되행성변화
2.요추 5번 척추 1번 사이 디스크의팽윤및 퇴행성변화
3.요추축의 직선화

라고 합니다 . 현재로는 많이 불편한거는 모르겠고 오래 앉아 있으면 허리가 조금아픈정도 입니다
선생님 저의 현재 증상이 어떠한건지도 궁금하고 운동은 어떠한것을해야하는지요?
현재 수영과 헬스장을다니고 있습니다 전에 어서 들으니 철봉에 메달리기를하면 허리에 좋다고 하던데
맞는말인지요 제가 주의 해야할운동과 권장할만한 운동은 무엇인지요?","안녕하세요, 하이닥 정형외과 상담의 이희두 입니다.

위의 판독을 쉽게 풀이하자면, 일자허리 및 요추 5-6번 사이에 조그마한 디스크 / 요추 4-5번에는 퇴행성 변화로 풀이가 됩니다.
다리쪽으로 방사통이 없는 상태라면, 크게 걱정하실 것은 없습니다. 인터넷에서 허리 강화 운동을 검색하시면 운동법이 나오니 참고하면 좋겠습니다. 철봉은 큰 의미는 없으며, 수영과 헬스는 좋은 운동입니다. 단, 너무 무거운 역기를 드는 것은 무리가 될 수 있습니다.
감사합니다."
13,디스크,"안녕하세요.. 저의 남편이 디스크로 2번 수술을 한 경우 입니다
그렇데 또디스크증상이 또 온것 같아서 주사요법을 해봐는데요아무 소영이 없네요.. 다시 어떻게 해야 할지 수술방법말고 없나요.. 협착증도 있고요 신경이
또 눌루고 있다고 하는데.. 다시 큰 병원에 검사을 해야할지 아니면 전문 병원애 치료을 하고 있는데 차도가 없네요.. 어떻게 해야 할지??","안녕하세요. 하이닥 정형외과 상담의 유재돈 입니다.

답변이 늦어서 죄송합니다.

수술증에 해당되는 경우에는 주사요법 등의 치료에도 반응을 하지 않는 수가 있습니다.
만일 수술증에 아직 해당되지 않는다면 비수술적인 방법을 시도해 보면서
증상의 진행을 보는 것이 좋습니다.

보통 비수술적인 방법으로 3개월이 지나도 차도가 없다면
수술을 고려해 보는 것이 좋으나 수술이 디스크의 최선의 선택은 아니니만큼
척추의 전체적인 구조와 더불어 인대 근육등의 강화와 같은 구조적인 부분과
전체적인 부분을 운동요법등과 같이 병행해 보시는 것이 좋겠습니다.

큰 병원이라고 해서 다른 소견이 나올 가능성은 적으나
아무래도 한군데 정도 다른 병원의 진단을 받아 보시는 것도 나쁘지는 않습니다.

신경이 누르는 것을 제거해 주는 방법으로 여러가지 처치를 하지만
생각해 보아야 할 것중의 하나는 신경이 왜 눌리게 되었는가 입니다.
아무래도 증상이 재발된다면 증상을 일으키는 원인에 대해서도
점검해 보는 것이 좋겟습니다.

재수술은 아무래도 성공률이 떨어지니 만큼 신중한 결정이 필요하겠습니다.
도움이 되셧길 바라고 좋은 결과를 기원합니다.

감사합니다."
14,디스크일까요?,10월초에 차에 좀 중간짜리에 껴서 구부정한 자세로 한2시간정 있었거든요 집에와서 옷꺼낼려고 허리 구부리다 주저앉아 는데 너무 아파서 밤새고 다음날 병원가서 엑스레이 찍어보니 일자허리 라고 해주시고 약먹 하니깐 통증은 없고 일상생활은 가능한데 한달이 다되어 가눈데 조금 무리하거나 하면 꼬리뼈 위쪽으로 묵직하게 뻐근하고 불편한 느낌 나거든요 양반다리 만 하면 발바닥부터 발목까지 저리더라구요 일단 혹시 몰라서 월요일 건협 mri 예약하고 왔는데 디스크일까요.ㅠㅠ,"안녕하세요. 하이닥 외과 상담의 송슬기입니다.
디스크 가능성은 적어보이니 너무 심려치 마세요. 답변을 참고하시기 전에 1. 온라인 상에서의 답변은 제한적인 정보에 따른 견해로 법적인 책임이 없는 참고 정보로만 고려해주세요.2. 정확한 의학적 검진과 판단은 가까운 병원에 방문하셔서 전문의에게 들으시기 바랍니다."
15,디스크인가요??,"한쪽 다리만 올려앉는 자세 (엄마다리)를 약 3시간?동안 한 거 같은데 걸을 때 골반이랑 왼쪽 엉덩이(바닥에 먼저닿은 부분)가 빠진 것처럼 좀만 들어도 아픈데ㅠㅠㅠ 디스크인가요?? 좀 괜찮아져서 까먹고 배드민턴 10분 정도 했는데 그 후로 못 걸을정도로 아파서ㅠㅠㅠ 근데, 양쪽이 아픈게 아니라 왼쪽만 아파요.. 내일 병원 가려고 하는데 잘 때는 어떻게 자는게 좋을까요","안녕하세요. 하이닥 가정의학과 상담의 홍인표입니다.
디스크로 보이지는 않습니다. 운동은 평소에 꾸준히 하시던 것인가요? 아니라면 갑자기 무리하셔서 그럴 수 있습니다. 안정 취하고 내일 진료 받아보세요. 잘 때는 최대한 편안한 자세로 주무시면 됩니다. 무릎 뒤에 베개를 받치고 주무셔 보세요."
16,목디스크이에요34567디스크에요,"목디스크이에요
34567디스크에요
아직터지지않았어요
디스크가 오래되었다고하시더라구요
지금침맞고 치료받고있어요!
디스크 완치는 없는거죠?
평생조심하며 살아가야하는건지?","안녕하세요, 하이닥 신경외과 상담의 김기훈 입니다.
뼈와 뼈 사이에 있는 구조물이 디스크, 추간판입니다.
터지지 않은 디스크는 정상 구조물입니다.
그리고 디스크 파열이 되었다면, 정확안 진단을 통해서 제대로 된 치료를 받으세요.
완치가 없는 병이 아닙니다.

목통증이 지속된다면, 정밀 검사를 통해서 정확한 진단을 받기를 권해드립니다.

대부분의 목통증은 1-2주 정도 보존요법으로도 호전을 보이나, 그 이상이 지속되는 경우에는
전문의와 상담을 해보세요.

감사합니다."
17,허리 디스크,"왼쪽 다리가 저려서 엠알아이를 찍었는데
4번5번사이에 연골이였나? 아무튼 그게 살짝 나와있어서
신경을 건드린다고 하더라고요
심하지는 않으니 걷기운동 해주면 나오면이 완만해 진다고하셨어요
제가 궁금한건 통증이 없는 일반사람들이 엠알아이 촬영을 해도 약간의
디스크 증상이 있다고 하는데 그게 맞나요?
이번에 채용신검을 받는데 다른사람들보다 제가 심한건지
그래서 떨어질수 있는지 궁금해서요","안녕하세요. 하이닥 정형외과 상담의 유재돈입니다.

연골이라고 하신 것은 디스크를 의미하는 것으로 보입니다.
심하지는 않다고 하시니 디스크가 나온 정도가 많지 않은 것으로 보이고, 디스크는 나왔다 아니다가 중요한 것이 아니라
상태에 따라 여러가지로 분류가 될 수 있기 때문에 디스크와 주변조직과의 관계도 잘 살펴보아야 합니다.
디스크가 나온 상태라도 주변의 조직이 강해서 체중을 감당할 수 있고, 중요한 신경의 흐름이나 조직들을 건드리지 않는다면
또한 염증등의 반응들이 일어나지 않는다면 통증이 없을 수도 있습니다. 물론 디스크가 mri상에 있는데 통증이 없다면 잠재적으로 위험이 있다고는 봐야겠습니다.

따라서 일반사람들이 디스크가 보이지만 증상이 없을 경우, 잠재적인 위험이 있다고 보시면 됩니다.
본인의 경우, 디스크의 잠재적인 높은 것인지 아닌 것인지는 나온 정도만 평가하는 것이 아니라 척추전반에 있어 체중을 어떻게 전달하는 지의 전체적인 부분과 특정한 디스크의 부위의 주변조직과의 상태 등 몇가지 확인해야 할 부분은 있겠습니다.

이 정도라면 증상만 좋아지신다면 신검에는 지장이 없겠습니다.
도움이 되셨길 바라고 좋은 결과를 기원합니다."
18,"허리디스크, 목디스크",허리디스크에 좋은 스트레칭을 알려주세요. 목디스크 자가진단법 있나요? 그..인터넷에 보면 스펄링테스트 할때 약간 뻐근한것이 있는데.. 목디스크인가요?ㅠㅠ 자세히 알려주세요.,"안녕하세요. 하이닥 응급의학과 상담의 한재병입니다.

무리가 가지 않는 범위에서 문제되는 디스크 주변의 근육을 강화시키는 스트레칭이 좋습니다.
먼저 현재 질문자의 정확한 상태파악이 필요하기에, 척추질환 전문 병원 진료를 권유합니다"
19,목디스크,"엑스레이 결과 경추3번, 4번 부위에 디스크가 있다고 하는데 목디스크 증상이 있으면 얼굴색이 변할 수도 있는지 질문드립니다.
거울을 보면 얼굴색이 거무스름한데 목 피부와 차이가 있는게 목디스크 때문인지 건강에 이상이 있어서 그런지 의문이 들어 질문드립니다.","안녕하세요. 하이닥 응급의학과 상담의 한재병입니다.

목디스크의 위치와 정도에 따라 다를 수 있지만, 일반적인 경우라면 목디스크에 의해 얼굴색이 변할 가능성은 적어보입니다"
